chebi_id	children_count	depth[,]
CHEBI:53649	0	8, 9, 10, 11, 12, 13
CHEBI:53647	0	11, 12, 13, 14
CHEBI:53648	0	8, 11, 12, 13, 14, 15
CHEBI:50770	0	16, 13, 14, 15
CHEBI:50771	0	9, 13, 15
CHEBI:50772	0	9, 13, 15
CHEBI:60028	0	7, 9, 10, 11
CHEBI:50773	0	9, 13, 15
CHEBI:60027	235	3
CHEBI:7849	0	7, 8, 9, 10, 11
CHEBI:50774	0	7, 8, 9
CHEBI:50775	0	9, 10, 11, 12, 13, 14, 15
CHEBI:60029	134	4
CHEBI:50776	0	7, 8, 9, 10, 11, 12, 13, 14, 15
CHEBI:60023	0	6, 8, 9, 10
CHEBI:50777	0	9, 10, 11, 12, 13, 14
CHEBI:50778	5	11, 12, 13, 14, 15
CHEBI:60025	0	9, 10, 12
CHEBI:7847	0	10, 11, 12, 13, 14
CHEBI:60020	0	6, 9
CHEBI:4379	0	8, 9, 11
CHEBI:60040	0	7, 8, 9, 10, 11
CHEBI:53630	2	6, 9
CHEBI:14148	2	8, 9, 11
CHEBI:53631	0	7, 10
CHEBI:53632	0	7, 10
CHEBI:53633	0	9, 10
CHEBI:53634	0	9, 10, 11, 12
CHEBI:53635	0	9, 10, 12, 13
CHEBI:53636	0	9, 10, 12, 13
CHEBI:53637	0	9, 10, 12, 13
CHEBI:50760	30	11, 12, 13, 14
CHEBI:50763	0	12, 13, 14, 15
CHEBI:50764	0	12, 13, 14, 15
CHEBI:50761	0	12, 13, 14, 15
CHEBI:60039	0	7
CHEBI:60038	22	5, 8
CHEBI:50762	0	12, 13, 14, 15
CHEBI:4366	0	9, 10, 11, 13
CHEBI:60037	0	6, 9
CHEBI:50767	0	16, 13, 14, 15
CHEBI:60036	0	5
CHEBI:50768	0	16, 13, 14, 15
CHEBI:50765	0	16, 13, 14, 15
CHEBI:60034	8	6
CHEBI:50766	10	12, 13, 14, 15
CHEBI:60033	0	6, 8, 9
CHEBI:60032	0	6, 8, 9
CHEBI:60031	9	5
CHEBI:50769	0	16, 13, 14, 15
CHEBI:60030	0	7
CHEBI:60000	0	8
CHEBI:60003	0	2
CHEBI:224037	0	9, 10, 11, 12
CHEBI:60004	333	2
CHEBI:60001	0	8
CHEBI:60002	2	12, 13, 14, 15
CHEBI:60007	0	7, 9, 10, 11, 12
CHEBI:60008	0	6, 8, 9, 10
CHEBI:60005	0	8, 9, 10, 11, 13
CHEBI:57990	0	7, 8, 9, 10, 11, 12
CHEBI:60006	0	6, 9
CHEBI:57991	0	6, 8, 9, 11
CHEBI:57992	0	8, 9, 11
CHEBI:57993	0	5, 6, 7, 8
CHEBI:60009	0	7, 9, 10, 11
CHEBI:57994	0	6, 9
CHEBI:57985	0	7
CHEBI:57984	0	7, 9, 10, 11
CHEBI:57987	0	8, 9, 11
CHEBI:57986	0	5, 8
CHEBI:57989	0	7, 8, 9, 10, 11
CHEBI:57988	0	7
CHEBI:14158	0	9, 10, 11, 12, 13
CHEBI:60013	0	5, 8
CHEBI:60014	0	6, 9
CHEBI:60015	0	8, 10, 11, 12
CHEBI:60016	0	6, 9
CHEBI:57982	0	8
CHEBI:57980	0	6, 8, 9, 10
CHEBI:57981	0	7
CHEBI:57976	0	7, 8, 10
CHEBI:57975	0	6, 9, 10, 11
CHEBI:57974	0	7
CHEBI:57973	0	6, 8, 9, 10, 11, 13
CHEBI:57979	0	8, 9, 11
CHEBI:57978	0	8, 9, 10, 11, 12
CHEBI:57977	0	6, 8, 9, 11
CHEBI:53604	0	5
CHEBI:53603	1	6
CHEBI:53606	0	5
CHEBI:53605	0	5
CHEBI:53608	0	11, 12, 13, 14
CHEBI:53607	0	5
CHEBI:53609	0	11, 12, 13, 14
CHEBI:67499	0	6
CHEBI:14178	5	16, 11, 12, 13, 14, 15
CHEBI:53600	0	5
CHEBI:53602	2	6
CHEBI:53601	0	6
CHEBI:57999	0	6, 8, 9, 11
CHEBI:57998	0	6, 8, 9, 10, 11
CHEBI:57997	0	6
CHEBI:57996	0	5, 6, 7, 8
CHEBI:57995	0	6, 8, 9, 10
CHEBI:57950	0	6, 7
CHEBI:67484	0	6
CHEBI:67485	0	6
CHEBI:67486	0	6
CHEBI:67487	0	6
CHEBI:67480	0	6
CHEBI:67481	0	6
CHEBI:67482	0	6
CHEBI:67483	0	6
CHEBI:57948	0	8, 9, 10, 11
CHEBI:57949	0	6, 8, 9, 10, 11, 12
CHEBI:67478	0	6
CHEBI:67477	0	6
CHEBI:67479	0	6
CHEBI:57940	0	6, 8, 9, 10, 12
CHEBI:57942	0	6, 9
CHEBI:57945	0	7, 9, 10, 11
CHEBI:57946	0	6, 7
CHEBI:57947	0	7
CHEBI:67490	0	6
CHEBI:67497	0	6
CHEBI:67498	0	6
CHEBI:67495	0	6
CHEBI:67496	0	6
CHEBI:67493	0	6
CHEBI:67494	0	6
CHEBI:67491	0	6
CHEBI:67492	0	6
CHEBI:57939	0	6, 8, 9, 10
CHEBI:57937	0	8, 9, 11
CHEBI:57938	0	7
CHEBI:67489	0	6
CHEBI:67488	0	6
CHEBI:57931	0	7, 9, 10, 11
CHEBI:57932	0	8
CHEBI:57930	0	6, 8, 9, 10
CHEBI:57935	0	6, 8, 9, 11
CHEBI:57936	0	6, 8, 9, 10, 11
CHEBI:57933	0	6, 7
CHEBI:57934	0	6, 7
CHEBI:57970	1	7, 9, 10, 11
CHEBI:57972	0	8
CHEBI:57971	0	6, 7
CHEBI:67460	0	6
CHEBI:67461	0	6
CHEBI:67462	0	6
CHEBI:67463	0	6
CHEBI:67464	0	6
CHEBI:67465	0	6
CHEBI:67456	0	6
CHEBI:67455	0	6
CHEBI:67458	0	6
CHEBI:67457	0	6
CHEBI:67459	0	6
CHEBI:57966	0	7
CHEBI:57967	0	7, 9, 10, 11
CHEBI:57968	0	7, 9, 10, 11
CHEBI:57969	0	7, 8, 10
CHEBI:57962	0	6, 8, 9, 10
CHEBI:57963	0	6, 9
CHEBI:57964	0	7, 9, 10, 11
CHEBI:57965	0	7, 8
CHEBI:67471	0	6
CHEBI:67472	0	6
CHEBI:67470	0	6
CHEBI:67475	0	6
CHEBI:67476	0	6
CHEBI:67473	0	6
CHEBI:67474	0	6
CHEBI:67469	0	6
CHEBI:67468	0	6
CHEBI:67467	0	6
CHEBI:67466	0	6
CHEBI:57959	0	7
CHEBI:57957	0	6, 8, 9, 10
CHEBI:57958	0	8, 9, 10, 11, 12
CHEBI:57955	0	6, 8, 9, 10
CHEBI:57956	0	7
CHEBI:57953	0	7, 9, 10, 11
CHEBI:57954	0	8, 9, 10, 11, 12
CHEBI:57951	0	7, 8, 9, 10, 11
CHEBI:57952	0	6
CHEBI:45686	0	8, 9, 10, 11, 12, 13, 14, 15
CHEBI:16344	3	11, 12, 13, 14
CHEBI:16343	0	10, 11, 12
CHEBI:16342	0	10, 11, 12, 13, 14
CHEBI:16341	0	17, 13, 15
CHEBI:16348	1	8
CHEBI:16347	0	8, 9, 10, 11, 12, 13, 14, 15
CHEBI:16346	0	9, 10, 11
CHEBI:16345	0	8, 9, 10, 11, 12, 13, 14
CHEBI:16338	0	8, 9, 10, 11, 12
CHEBI:45696	0	7, 8, 10
CHEBI:57903	0	6, 7, 8, 9, 10
CHEBI:57902	0	6, 7
CHEBI:57901	0	7
CHEBI:57900	0	5, 8
CHEBI:16331	0	8, 9, 11
CHEBI:16330	0	9, 10, 11, 12, 13
CHEBI:57909	0	6, 7
CHEBI:16333	3	9, 10, 11, 12
CHEBI:16332	0	17, 16, 14, 15
CHEBI:57908	0	7
CHEBI:57907	0	6, 8, 9, 10
CHEBI:16335	0	16, 11, 12, 13, 14, 15
CHEBI:57906	0	8, 9, 11
CHEBI:16337	10	9, 10, 11, 12, 13
CHEBI:57905	0	7, 9, 10, 11, 12
CHEBI:57904	0	6, 8, 9, 11
CHEBI:16336	0	9, 10, 11, 12, 14
CHEBI:16327	0	9, 10, 11, 12
CHEBI:16329	0	11, 12
CHEBI:16362	0	10, 12
CHEBI:16361	0	6
CHEBI:57912	0	8
CHEBI:57914	0	6, 9
CHEBI:57916	0	9, 10, 12
CHEBI:57915	0	6, 9
CHEBI:16369	0	10, 11, 12, 13
CHEBI:57918	0	6, 8, 9, 10
CHEBI:16368	0	10, 11, 12, 13
CHEBI:16367	0	4
CHEBI:57917	0	6, 9
CHEBI:16366	11	5, 8
CHEBI:57919	0	7, 9, 10, 11
CHEBI:291902	0	5, 8, 10, 11, 12
CHEBI:16365	0	10, 12
CHEBI:16364	0	10, 11, 12
CHEBI:16363	0	9, 10, 11, 12
CHEBI:57921	0	6, 7
CHEBI:57920	0	6, 7
CHEBI:16351	0	12, 13, 14, 15
CHEBI:16350	15	17, 16, 19, 18, 12, 13, 14, 15
CHEBI:57925	0	6, 9
CHEBI:57924	0	7
CHEBI:45698	0	17, 16, 9, 10, 11, 12, 14, 15
CHEBI:57923	0	7, 9, 10, 11
CHEBI:57922	0	7, 8, 9, 10, 11, 12, 13, 14, 15
CHEBI:57929	0	6, 7
CHEBI:16357	0	11, 12, 13, 14
CHEBI:16356	0	16, 12, 13, 14, 15
CHEBI:57928	0	6, 9
CHEBI:57927	0	9, 10, 12
CHEBI:16359	0	16, 10, 11, 12, 13, 14, 15
CHEBI:16358	0	9, 11
CHEBI:57926	0	7
CHEBI:16353	0	8, 9
CHEBI:16352	0	9, 10, 11, 12, 13
CHEBI:16355	0	7, 8, 9
CHEBI:16354	0	10, 11, 12, 13, 14
CHEBI:16349	0	12, 13, 14, 15
CHEBI:16387	0	9, 10, 11, 12
CHEBI:16388	2	7, 8, 9, 10, 11, 12, 13
CHEBI:16385	76	7, 9
CHEBI:16389	11	8, 12, 14
CHEBI:16380	0	9, 10, 12, 13
CHEBI:16383	0	9, 10, 12
CHEBI:16384	0	8, 9, 10, 11, 12, 13, 14
CHEBI:16381	12	17, 16, 19, 18, 12, 13, 14, 15
CHEBI:16382	0	6, 7, 8
CHEBI:16374	3	16, 10, 14
CHEBI:16375	0	10, 11, 12, 13, 14
CHEBI:16376	0	12, 13, 14, 15
CHEBI:16377	0	10, 11
CHEBI:16378	0	11, 12, 13, 14
CHEBI:16379	0	16, 8, 9, 10, 13, 14, 15
CHEBI:16370	0	11, 12, 13
CHEBI:16371	0	10, 11, 12, 13, 14
CHEBI:16372	0	10, 11, 12, 13, 14
CHEBI:16373	0	12, 13, 14, 15
CHEBI:18624	0	9, 10, 11, 12, 13
CHEBI:16397	0	7, 10
CHEBI:16398	0	11, 12, 13, 14, 15
CHEBI:16399	0	16, 13, 14, 15
CHEBI:18613	2	11, 12, 13, 14, 15
CHEBI:16392	0	11, 12, 13, 14, 15
CHEBI:16393	0	12, 13, 14
CHEBI:18614	4	10, 11, 12, 13
CHEBI:16394	0	7, 9, 10, 11, 12, 13
CHEBI:16395	0	10, 11
CHEBI:16390	0	9, 10, 11, 12, 13, 14, 15
CHEBI:18608	0	16, 8, 9, 11, 13, 14, 15
CHEBI:50821	2	7
CHEBI:7735	0	8, 9, 10, 11, 12
CHEBI:50820	0	7
CHEBI:50823	0	7, 8, 9, 11
CHEBI:50822	2	6, 7
CHEBI:7731	1	7, 8, 9, 10, 11, 12, 13, 14
CHEBI:50825	0	6, 7
CHEBI:50824	0	7, 8, 9, 11
CHEBI:50826	0	6, 7
CHEBI:18638	0	5
CHEBI:45603	0	8, 9, 10, 11
CHEBI:50828	0	6, 8, 10
CHEBI:50834	1	6
CHEBI:50833	1	6
CHEBI:4431	97	16, 9, 10, 11, 12, 13, 14, 15
CHEBI:50832	0	6, 7
CHEBI:50831	0	6, 7
CHEBI:5601	0	9, 11
CHEBI:50838	0	8, 9, 10, 11, 12, 13, 14
CHEBI:50836	0	6, 7
CHEBI:50835	0	6, 7
CHEBI:18627	0	8, 9, 10
CHEBI:4439	0	9, 10, 11, 12, 14
CHEBI:50830	13	7, 8, 9
CHEBI:18634	2	11, 12, 13, 14
CHEBI:4445	2	7, 8, 9
CHEBI:5613	0	7, 8, 9, 10, 11
CHEBI:50849	0	9, 10, 11, 12
CHEBI:50848	0	8, 9, 10, 11, 12, 13
CHEBI:7754	3	7, 8, 10
CHEBI:5610	18	7, 8, 9
CHEBI:50842	0	10, 11, 12
CHEBI:50845	0	9, 11, 12, 13, 14, 15
CHEBI:45630	0	10, 11, 12, 13, 14, 15
CHEBI:50841	0	9, 11
CHEBI:50840	1	8, 10
CHEBI:4449	0	9, 10
CHEBI:5615	2	8, 9, 10
CHEBI:18664	0	9, 10, 11, 12, 13, 14
CHEBI:18663	0	8, 9, 10, 11, 12
CHEBI:18662	0	8, 9, 10, 11, 12, 13, 14
CHEBI:5623	0	9, 10, 11
CHEBI:50859	0	7, 8, 9, 10, 11, 12, 13
CHEBI:50858	38	7, 8, 9
CHEBI:50856	1	8, 9, 11
CHEBI:50854	0	9, 10
CHEBI:4453	0	10, 11, 12
CHEBI:50853	9	4
CHEBI:50852	1	9, 10, 12
CHEBI:50851	0	9, 10, 11, 12, 13
CHEBI:50850	1	9, 10, 11, 12
CHEBI:45616	0	9, 10, 11
CHEBI:18657	0	10, 11, 12, 13, 14
CHEBI:4450	0	11, 12
CHEBI:5638	0	6
CHEBI:45652	0	8, 9, 10, 12
CHEBI:7775	0	13, 15
CHEBI:7777	0	7, 8, 9, 10, 11, 12, 13
CHEBI:53696	0	7, 8
CHEBI:7770	0	8, 9, 10, 11, 12
CHEBI:53697	0	8, 12, 13, 14, 15
CHEBI:53694	0	8, 9, 10, 11, 12, 13, 14, 15
CHEBI:16300	0	17, 16, 18, 15
CHEBI:53695	0	7
CHEBI:7772	0	8, 9, 10
CHEBI:16301	0	5, 7, 8, 10
CHEBI:16302	0	11, 12
CHEBI:53698	0	8
CHEBI:16303	0	11, 12, 13, 14
CHEBI:53699	0	5
CHEBI:16304	0	17, 16, 18, 10, 11, 12, 15
CHEBI:45644	0	17, 16, 11, 12, 13, 14, 15
CHEBI:45642	0	8, 9, 10, 11
CHEBI:45648	0	7, 9, 10, 11, 12, 13, 15
CHEBI:45641	0	9, 10, 11, 12, 14
CHEBI:5641	0	16, 8, 9, 10, 11, 12, 13, 14, 15
CHEBI:7789	0	7, 9, 10
CHEBI:7781	0	9, 11
CHEBI:45633	0	10, 11, 12, 13, 14, 15
CHEBI:45634	0	8, 9, 10, 11
CHEBI:5659	0	8, 9, 10
CHEBI:50802	0	7, 10
CHEBI:5658	0	10, 12
CHEBI:50803	19	4
CHEBI:7798	0	11, 12, 14
CHEBI:50804	0	5
CHEBI:7799	0	9, 11
CHEBI:50805	3	4
CHEBI:5656	0	13, 15
CHEBI:16317	0	10, 11
CHEBI:5653	16	7, 8, 9
CHEBI:16316	0	7, 10
CHEBI:16319	0	11, 12, 13, 14
CHEBI:50800	0	7, 10
CHEBI:16318	0	9, 10, 11, 12
CHEBI:50801	0	7, 10
CHEBI:16323	0	10, 11, 12, 13
CHEBI:537519	0	9
CHEBI:16324	0	16, 9, 10, 11, 12, 13, 14, 15
CHEBI:16325	0	16, 10, 11, 12, 13, 14, 15
CHEBI:16326	2	16, 13, 14, 15
CHEBI:7790	0	7
CHEBI:50807	0	5
CHEBI:16320	0	11, 12, 13, 14
CHEBI:50806	0	4
CHEBI:16321	2	9, 10, 11, 12
CHEBI:50809	0	5
CHEBI:16322	0	16, 13, 14, 15
CHEBI:7794	0	8, 9, 10, 11
CHEBI:50808	0	5
CHEBI:45666	0	8, 9, 10, 11
CHEBI:45661	0	9, 10, 11, 12, 13, 14, 15
CHEBI:50815	0	8, 9, 10
CHEBI:50816	9	6
CHEBI:50813	0	5, 8
CHEBI:16309	0	9, 10, 11, 12
CHEBI:50814	0	5, 8
CHEBI:16308	0	10, 11, 12, 13
CHEBI:50811	0	5, 8
CHEBI:16307	0	7, 10
CHEBI:50812	12	4, 7
CHEBI:16305	0	16, 13, 14, 15
CHEBI:50810	0	5
CHEBI:16314	0	9, 10, 11, 12
CHEBI:16315	0	9, 10, 11, 12
CHEBI:16312	0	11, 12, 13, 14, 15
CHEBI:5660	0	11, 13
CHEBI:16313	0	9, 10, 11, 12, 13, 14
CHEBI:16310	0	10, 12
CHEBI:50819	2	7
CHEBI:16311	0	17, 16, 19, 18, 21, 20, 10, 11, 12, 13, 14, 15
CHEBI:50818	1	6, 8, 10
CHEBI:50817	4	5, 7, 9
CHEBI:45657	0	8, 12, 13
CHEBI:45658	0	17, 16, 13, 14, 15
CHEBI:45654	0	8, 9, 10, 11, 12
CHEBI:18697	0	12, 13, 14, 15
CHEBI:16702	0	16, 14
CHEBI:50897	0	6, 7, 9
CHEBI:60387	0	6, 8, 9, 10
CHEBI:4496	0	6, 7
CHEBI:50898	1	8, 9, 10, 12
CHEBI:16701	163	10, 11, 12, 13, 14
CHEBI:60386	0	6, 8, 9, 10
CHEBI:60389	0	7, 9, 10, 11
CHEBI:50899	0	9, 10, 11, 12
CHEBI:16704	0	16, 11, 12, 13, 14, 15
CHEBI:60388	0	6, 8, 9, 10
CHEBI:16703	0	8, 10, 11, 13
CHEBI:60383	0	10, 11, 12, 13
CHEBI:16706	0	8, 9, 10, 11
CHEBI:60382	0	10, 12
CHEBI:16705	0	17, 9, 10, 11, 12, 13, 14, 15
CHEBI:60385	0	6, 8, 9, 10
CHEBI:16708	0	9, 10, 11, 12, 13
CHEBI:60384	0	10, 11, 12
CHEBI:16707	0	16, 14
CHEBI:16709	0	9, 10, 11, 12
CHEBI:50891	0	8, 9, 10
CHEBI:50892	0	7, 8, 9
CHEBI:50893	119	7, 8, 9
CHEBI:50894	0	8, 9, 10
CHEBI:50896	1	7, 8, 9
CHEBI:60390	0	7
CHEBI:60391	0	10, 11, 12, 13
CHEBI:14498	0	16, 11, 12, 13, 14
CHEBI:60392	0	6, 8, 9, 10
CHEBI:16710	0	13, 15
CHEBI:4495	0	8, 9, 10, 11, 12
CHEBI:16711	0	11, 13
CHEBI:16715	0	11, 13
CHEBI:50888	0	8, 9, 10
CHEBI:4488	0	8, 10
CHEBI:60399	0	10, 11, 12
CHEBI:16714	0	8, 9, 10, 11, 12
CHEBI:50886	1	8
CHEBI:60398	0	9, 11
CHEBI:16713	0	9, 10, 11
CHEBI:60397	0	9, 11, 12
CHEBI:16712	0	10, 11, 12, 13, 14
CHEBI:50887	62	7, 8, 9
CHEBI:60396	0	9, 11, 12
CHEBI:16719	0	10, 11, 12, 13, 14
CHEBI:60395	0	9, 11, 12
CHEBI:16718	0	9, 10, 11, 12, 13
CHEBI:60394	0	6, 8, 9, 10
CHEBI:16717	0	9, 10, 11, 12
CHEBI:60393	0	10, 12
CHEBI:16716	0	8, 9, 10, 11, 12, 13
CHEBI:355715	0	9, 11, 13, 15
CHEBI:50880	1	5
CHEBI:50881	0	5
CHEBI:50884	1	7
CHEBI:50885	0	7, 8, 9, 10, 11, 12, 13
CHEBI:50882	6	6
CHEBI:50883	1	7
CHEBI:16720	0	16, 12, 13, 14, 15
CHEBI:50879	0	5, 9
CHEBI:14469	2	7, 9
CHEBI:4474	0	7, 8, 9, 10, 11
CHEBI:7	0	10, 11, 12
CHEBI:50875	0	5, 9
CHEBI:50876	0	5, 7
CHEBI:8	0	6, 8, 9, 10
CHEBI:50877	0	5, 9
CHEBI:50878	0	5, 8
CHEBI:50871	1	8, 9, 11
CHEBI:50872	0	5, 8
CHEBI:50873	0	5, 7
CHEBI:50874	0	5, 7
CHEBI:4470	0	9, 10, 11, 12
CHEBI:4469	0	11, 12
CHEBI:50868	2	10, 11, 12, 13
CHEBI:499903	0	10, 11, 12
CHEBI:50869	0	11, 12, 13, 14
CHEBI:50866	0	9, 10, 11, 12
CHEBI:4466	0	11, 12, 13, 14, 15
CHEBI:50867	0	5
CHEBI:4464	0	9, 10, 11
CHEBI:50865	0	9, 10, 11, 12
CHEBI:50862	0	7, 8, 9, 10, 11
CHEBI:50863	0	7, 8
CHEBI:50860	28108	5
CHEBI:50861	0	7, 8, 9, 10, 11
CHEBI:57896	0	7, 9, 10, 11
CHEBI:57897	0	6, 7, 8, 9, 10, 11
CHEBI:57899	0	6, 9
CHEBI:4462	0	9, 10, 11, 12
CHEBI:16700	0	9, 10, 11, 12, 13, 15
CHEBI:53330	0	8, 10
CHEBI:53323	0	5, 8
CHEBI:53322	0	6
CHEBI:53321	0	5
CHEBI:53320	0	7
CHEBI:53327	0	7
CHEBI:53326	0	8, 9, 11
CHEBI:53325	0	9, 11, 12, 14
CHEBI:53324	0	9, 11, 12, 14
CHEBI:53329	0	8, 10
CHEBI:53328	0	7
CHEBI:53310	38	4
CHEBI:53312	1	5
CHEBI:53311	0	5, 7, 8
CHEBI:53314	5	5
CHEBI:53313	0	6
CHEBI:53316	0	7
CHEBI:53315	0	7
CHEBI:53318	3	5
CHEBI:53317	0	5
CHEBI:53319	2	6
CHEBI:14428	0	7, 8, 9, 10
CHEBI:53305	0	8, 9, 10
CHEBI:53304	0	8
CHEBI:53303	0	8
CHEBI:53302	2	7
CHEBI:14434	2	8, 10, 11, 12, 13, 14
CHEBI:53301	0	6
CHEBI:53300	0	6
CHEBI:53309	0	4, 5
CHEBI:53308	0	6, 9, 10
CHEBI:53307	0	9
CHEBI:53306	1	8
CHEBI:57845	0	6, 9
CHEBI:57846	0	6, 8, 9, 10
CHEBI:57847	1	7, 9, 10, 11
CHEBI:57848	0	7, 9, 10
CHEBI:57841	0	6, 8, 9, 10
CHEBI:57842	0	6, 9
CHEBI:57843	0	7
CHEBI:57844	0	8
CHEBI:57849	0	8, 9, 10, 11, 12
CHEBI:60300	1	10, 11, 12, 13
CHEBI:67100	0	7
CHEBI:67101	0	9, 10, 11
CHEBI:67102	0	11, 13
CHEBI:60308	1	7, 8, 9, 10, 11, 12
CHEBI:60307	0	9, 11
CHEBI:57851	0	6, 7
CHEBI:60306	0	7, 8, 10
CHEBI:57850	0	7, 8, 9, 10, 11
CHEBI:60305	0	9
CHEBI:60304	0	9
CHEBI:60303	2	8
CHEBI:60302	0	7, 8, 9, 10, 11
CHEBI:57836	0	7, 9, 10, 11
CHEBI:57837	0	7, 9, 10, 11
CHEBI:57834	0	6, 7
CHEBI:57835	0	6, 7, 9
CHEBI:57832	0	7, 8, 10, 11, 12, 13, 14, 15
CHEBI:57833	0	9, 10, 12
CHEBI:57830	0	8
CHEBI:57831	0	6, 8, 9, 10
CHEBI:67106	0	8, 9, 10, 11
CHEBI:67104	0	8, 9, 10, 11, 12, 13
CHEBI:67103	0	11, 12, 13, 14
CHEBI:67109	0	5, 6, 7, 8
CHEBI:67108	0	5, 6, 7, 8
CHEBI:57838	0	6, 9
CHEBI:67107	0	9, 11
CHEBI:57839	0	7, 8, 9, 10, 11
CHEBI:60310	0	17, 12, 13, 14, 15
CHEBI:60312	0	13, 15
CHEBI:67112	0	9, 10, 11
CHEBI:67113	0	16, 7, 8, 9, 10, 12, 13, 14, 15
CHEBI:67110	0	12, 13, 14, 15
CHEBI:67111	0	9, 10, 11
CHEBI:57840	0	7, 9, 10
CHEBI:60317	1	7, 8, 9, 10, 11
CHEBI:60319	0	16, 12, 13, 14, 15
CHEBI:60314	0	17, 12, 13, 14, 15
CHEBI:60313	0	13, 15
CHEBI:60316	1	11, 13
CHEBI:60315	0	8, 9, 10, 11, 12
CHEBI:57820	0	7
CHEBI:57821	0	6, 7, 9, 10, 11
CHEBI:57822	0	7
CHEBI:57823	0	7, 9, 10, 11
CHEBI:57824	0	9, 10, 12
CHEBI:57825	0	7
CHEBI:57826	0	7
CHEBI:67119	0	17, 16, 19, 18, 13, 15
CHEBI:67118	0	17, 16, 19, 18, 13, 15
CHEBI:566789	0	5, 6, 7, 8
CHEBI:57828	0	6, 8, 9, 10
CHEBI:57829	0	6, 8, 9, 10
CHEBI:67115	0	8, 9, 10, 11, 12
CHEBI:67117	0	17, 16, 11, 12, 13, 14, 15
CHEBI:67116	0	8, 9, 10
CHEBI:67121	0	8, 10, 12
CHEBI:67122	0	17, 16, 11, 12, 13, 14, 15
CHEBI:67123	0	7, 8, 9, 11
CHEBI:67124	0	17, 16, 11, 12, 13, 14, 15
CHEBI:60323	0	16, 11, 12, 13, 14
CHEBI:60322	0	10, 11, 12, 13
CHEBI:60321	0	9, 11
CHEBI:67120	0	8, 9, 10, 11
CHEBI:60320	0	16, 12, 13, 14, 15
CHEBI:60327	0	16, 18, 13, 14, 15
CHEBI:60326	1	8, 10
CHEBI:60325	0	9, 11
CHEBI:60324	0	16, 11, 12, 13, 14
CHEBI:60329	0	11, 12
CHEBI:60328	0	6, 9, 10, 11, 12
CHEBI:57810	0	7, 9, 10, 11
CHEBI:57811	0	6, 7
CHEBI:57814	0	9, 10, 12
CHEBI:57815	0	17, 16, 18, 8, 9, 10, 11, 12, 13, 14, 15
CHEBI:57812	0	7, 9, 10, 11
CHEBI:57813	0	6, 8, 9, 11
CHEBI:57818	0	6, 7, 8, 9, 10
CHEBI:57819	0	5, 8
CHEBI:67129	0	8
CHEBI:57817	0	5, 6, 7, 8
CHEBI:67128	0	8, 9, 10, 11, 12, 13
CHEBI:67127	0	7, 8, 10
CHEBI:67125	0	8, 9, 10, 12
CHEBI:67134	0	7, 9, 10, 11
CHEBI:67135	0	8, 10, 11, 12, 13, 14
CHEBI:67132	0	6
CHEBI:60330	0	8, 10
CHEBI:67133	0	7, 9, 10, 11
CHEBI:67130	0	8
CHEBI:60332	0	6, 8, 9, 10
CHEBI:67131	0	6
CHEBI:60331	0	6, 7, 8, 9, 10, 11
CHEBI:60334	22	5, 8
CHEBI:60333	1	8, 9, 10
CHEBI:60335	0	6
CHEBI:60338	0	6
CHEBI:60337	0	7
CHEBI:67136	0	10, 11, 13
CHEBI:67138	0	8, 10, 11, 12
CHEBI:67139	0	8, 9, 11
CHEBI:28287	0	16, 11, 12, 13, 14
CHEBI:28288	0	8, 9, 10, 11, 12, 13
CHEBI:28289	1	11, 12
CHEBI:28283	0	10, 11
CHEBI:28284	0	17, 16, 18, 13, 14, 15
CHEBI:57889	0	7
CHEBI:28285	0	8, 10, 11, 12, 13, 14, 15
CHEBI:28286	0	13, 15
CHEBI:57886	0	6, 8, 9, 10
CHEBI:28280	0	16, 11, 12, 13, 14, 15
CHEBI:57885	0	8
CHEBI:57888	0	7, 8, 10
CHEBI:28281	0	11, 12, 13, 14, 15
CHEBI:57887	0	6, 7
CHEBI:28282	0	12, 13, 14, 15
CHEBI:57892	0	7, 8, 10
CHEBI:57893	0	7, 8
CHEBI:57894	0	6, 7
CHEBI:57895	0	6, 8, 9, 10
CHEBI:60348	0	10, 11, 12
CHEBI:60349	0	10, 11, 12
CHEBI:60346	0	9, 11
CHEBI:57890	0	6, 9
CHEBI:60347	0	9, 11
CHEBI:57891	0	7, 8, 10
CHEBI:60344	0	6, 8, 9, 11
CHEBI:67140	0	6, 8, 9, 10
CHEBI:60345	7	5, 8
CHEBI:67142	5	7
CHEBI:60342	0	7, 8, 10
CHEBI:67141	0	6, 7
CHEBI:60343	0	8, 9, 10, 11
CHEBI:67144	0	8, 9, 10, 11, 12
CHEBI:60341	1	7, 9, 10, 11
CHEBI:67143	0	8, 9, 11
CHEBI:67146	0	5, 6, 7, 8
CHEBI:67145	0	5, 6, 7, 8
CHEBI:67149	0	10, 11, 13
CHEBI:67147	0	5, 6, 7, 8
CHEBI:67148	0	8, 10, 11, 12
CHEBI:28278	0	16, 11, 12, 13, 14
CHEBI:28279	0	9, 10, 11, 12
CHEBI:28276	0	12, 14
CHEBI:28277	0	9, 10, 11, 12
CHEBI:28274	0	17, 16, 18, 11, 12, 13, 14, 15
CHEBI:28275	0	12, 13, 14, 15
CHEBI:28272	0	16, 14
CHEBI:57879	0	7
CHEBI:28273	0	17, 16, 18, 14, 15
CHEBI:57878	1	6, 7, 8, 9, 10, 11
CHEBI:57877	0	9, 10, 11, 12
